,Element Number,Section Number,Midpoint X,Midpoint Y,Midpoint Z,Relative Chord,Chordlength,Relative Radius,Element height,Element offset,Element area,Cp_suc,Cp_pres,Circular velocity,Pressure by Lift,Cl,Cd,Cf,Cf*dx,Viscous Drag,Total Drag,alpha
112,112,9,-3.885,222.553,2.161,0.125,53.511,0.5402,5.36,-1.411,25.269,-1.062,0.12,93222.889,0.006298115536619253,0.851,0.00835,0.005264833333333333,0.00029527761793617514,3.974824021723145e-05,0.0011240195180849196,2.05
113,113,10,-3.828,230.661,2.2,0.125,52.738,0.5599,5.282,-1.391,24.908,-1.062,0.12,96619.066,0.006765364249156816,0.851,0.00835,0.005264833333333333,0.0002956505027263752,4.214046628126019e-05,0.0011901650435351407,2.05
114,114,10,-3.769,238.77,2.228,0.125,51.962,0.5795,5.204,-1.37,24.538,-1.042,0.109,100015.915,0.007060645530434309,0.8314999999999999,0.0083,0.005233916666666666,0.0002943011033962586,4.42822124819531e-05,0.0012488650547304856,1.98
115,115,11,-3.712,246.878,2.255,0.125,51.186,0.5992,5.127,-1.35,24.17,-1.042,0.109,103412.215,0.007548312506176465,0.8314999999999999,0.0083,0.005233916666666666,0.00029465281696237683,4.66867808913062e-05,0.0013151080155711528,1.98
116,116,11,-3.655,254.987,2.28,0.125,50.411,0.6189,5.049,-1.33,23.803,-1.02,0.097,106808.533,0.007811316751016929,0.8165,0.0083,0.005191,0.00029259017553957264,4.870400593745153e-05,0.0013816022651320162,1.818
117,117,11,-3.597,263.096,2.305,0.125,49.637,0.6386,4.971,-1.309,23.442,-1.02,0.097,110205.246,0.008316046112552135,0.8165,0.0083,0.005191,0.0002929760201181114,5.113190076916792e-05,0.0014485648900992023,1.818
118,118,12,-3.539,271.204,2.32,0.125,48.861,0.6583,4.894,-1.289,23.072,-1.005,0.088,113601.687,0.008650157175287604,0.806,0.0083,0.005156666666666667,0.0002914186667315571,5.3190053731702834e-05,0.0015149250764358358,1.7109999999999999
119,119,12,-3.482,279.312,2.336,0.125,48.085,0.6779,4.816,-1.268,22.705,-1.005,0.088,116998.08,0.009175123315243276,0.806,0.0083,0.005156666666666667,0.0002917761502363956,5.55899058368801e-05,0.0015813363020667863,1.7109999999999999
120,120,13,-3.425,287.421,2.351,0.125,47.31,0.6976,4.738,-1.248,22.338,-0.996,0.083,120394.456,0.009586742930298974,0.7995000000000001,0.00825,0.0051333333333333335,0.00029080854386713084,5.7720761928350615e-05,0.00163749069947018,1.645
121,121,13,-3.367,295.53,2.363,0.125,46.535,0.7173,4.661,-1.227,21.971,-0.996,0.083,123791.287,0.010135338520150708,0.7995000000000001,0.00825,0.0051333333333333335,0.0002911538788476646,6.0092452935469e-05,0.0017027516125828728,1.645
122,122,14,-3.31,303.638,2.368,0.125,45.759,0.737,4.583,-1.207,21.598,-0.991,0.08,127187.673,0.010620799729708962,0.796,0.0082,0.0051195,0.00029067165568675754,6.22542354911527e-05,0.0017562246646352626,1.609
123,123,14,-3.253,311.747,2.375,0.125,44.984,0.7567,4.505,-1.186,21.226,-0.991,0.08,130584.111,0.01119561232526228,0.796,0.0082,0.0051195,0.0002909579012111241,6.455676754456177e-05,0.0018193886182911725,1.609
124,124,15,-3.195,319.855,2.38,0.125,44.208,0.7763,4.428,-1.166,20.857,-0.99,0.079,133980.544,0.011760492023486937,0.795,0.0082,0.00511625,0.00029108382828341763,6.680599891588749e-05,0.0018819636746597126,0.0
125,125,15,-3.137,327.964,2.379,0.125,43.433,0.796,4.35,-1.145,20.485,-0.99,0.079,137377.32,0.012364373035233134,0.795,0.008150000000000001,0.00511625,0.0002914014342134465,6.905762272846049e-05,0.0019314236621934312,0.0
126,126,15,-3.08,336.073,2.376,0.125,42.657,0.8157,4.272,-1.125,20.115,-0.99,0.079,140773.734,0.012983305615156301,0.795,0.008150000000000001,0.00511625,0.000291714417908808,7.128175610022536e-05,0.001991489883775456,0.0
127,127,16,-3.023,344.181,2.373,0.125,41.882,0.8354,4.195,-1.105,19.746,-0.988,0.078,144170.17,0.013588923470772868,0.794,0.0081,0.00511225,0.000291817174127018,7.341903846623643e-05,0.002037899974035335,1.588
128,128,16,-2.966,352.289,2.372,0.126,41.106,0.8551,4.117,-1.084,19.379,-0.98,0.073,147566.594,0.01405649294945455,0.7879999999999999,0.008150000000000001,0.005087166666666667,0.00029072608105920866,7.520550536520263e-05,0.002108255532126045,1.527
129,129,17,-2.909,360.398,2.372,0.126,40.331,0.8748,4.039,-1.064,19.012,-0.98,0.073,150963.018,0.014710993761530011,0.7879999999999999,0.008150000000000001,0.005087166666666667,0.0002910754824850385,7.731042855415472e-05,0.0021646618510672666,1.527
130,130,17,-2.852,368.506,2.374,0.126,39.556,0.8944,3.962,-1.043,18.646,-0.961,0.062,154359.439,0.014940373390333397,0.7745,0.0083,0.00502475,0.0002878553999380438,7.839531834286498e-05,0.002260444453659122,1.391
131,131,18,-2.797,376.615,2.376,0.126,38.783,0.9141,3.884,-1.023,18.281,-0.932,0.044,157756.021,0.014888096165040724,0.7535,0.0086,0.004909333333333333,0.0002815801899408685,7.85279132376408e-05,0.002398393345730506,1.18
132,132,18,-2.742,384.724,2.367,0.126,38.01,0.9338,3.807,-1.002,17.911,-0.891,0.018,161152.783,0.014482019130504188,0.724,0.0092,0.004738833333333334,0.0002720792282403058,7.758059427061943e-05,0.0026232854007484474,0.89
133,133,18,-1.89,392.693,2.358,0.127,36.22,0.9531,3.628,-0.955,16.491,-0.838,-0.021,164490.734,0.013544594964984712,0.6845000000000001,0.0102,0.004838,0.0002803575624812018,7.668497341958566e-05,0.002789961226504172,0.506
134,134,19,0.246,400.419,2.346,0.127,32.534,0.9719,3.259,-0.858,14.704,-0.77,-0.087,167727.061,0.011773846903693073,0.633,0.01185,0.005147583333333333,0.0002992928703563407,7.589359651017665e-05,0.0030048798609029087,0.009000000000000001
135,135,19,2.394,408.14,2.296,0.126,28.845,0.9906,2.889,-0.761,12.953,-0.575,-0.214,170961.432,0.006469283617948015,0.481,0.01935,0.0059365,0.00034457641945464173,7.996699413305311e-05,0.0044906187687583895,-1.446
136,136,0,-0.529,53.854,0.211,0.186,34.879,0.1307,8.223,-0.135,16.979,-1.039,0.258,22558.282,0.0004046512361446663,0.9620000000000001,0.018000000000000002,0.0022639166666666667,0.00014210420283644457,7.526633877982815e-07,9.533807382151906e-05,3.145
137,137,1,-0.817,61.584,0.519,0.181,40.888,0.1495,8.518,-0.446,19.741,-1.039,0.258,25796.424,0.0005291610013060719,0.9620000000000001,0.018000000000000002,0.0022639166666666667,0.0001391425947840846,1.120518531416472e-06,0.00014495441598451139,3.145
138,138,1,-1.079,69.335,0.69,0.177,47.126,0.1683,8.535,-0.828,22.59,-1.184,0.306,29042.898,0.0007699888202773882,1.056,0.017550000000000003,0.00217325,0.00013121402788451213,1.5326474843687565e-06,0.000204993046736938,4.131
139,139,1,-1.324,77.095,0.742,0.174,53.509,0.1871,8.235,-1.217,25.459,-1.184,0.306,32293.528,0.0009519967917149269,1.056,0.017550000000000003,0.00217325,0.00012904250783615776,2.100238586631159e-06,0.0002856360110590542,4.131
140,140,2,-1.565,84.857,0.693,0.172,59.99,0.206,7.608,-1.683,28.32,-1.184,0.306,35545.008,0.0011533516841651186,1.056,0.017550000000000003,0.00217325,0.00012696871546199272,2.7849191597972994e-06,0.0003849399521496548,4.131
141,141,2,-1.534,92.533,0.546,0.175,65.963,0.2246,6.753,-2.241,31.21,-1.216,0.321,38760.256,0.0014157305396042261,1.08,0.01585,0.0019996666666666665,0.00011623444837558549,3.340877631457215e-06,0.00045556985212758466,4.449
142,142,3,-0.83,100.442,0.638,0.185,65.188,0.2438,6.673,-2.215,33.889,-1.18,0.326,42072.881,0.0016338839589552943,1.08,0.01585,0.0016866666666666666,0.00010229956604807663,3.7617658838772904e-06,0.0005828371669869471,4.449
143,143,3,-0.813,108.571,0.801,0.185,64.401,0.2635,6.593,-2.188,33.745,-1.157,0.316,45478.049,0.0018672775655341433,1.0635,0.01375,0.0018153333333333333,0.0001101670985731445,4.71334374183132e-06,0.0005882743331680976,4.220999999999999
144,144,4,-0.794,116.695,0.922,0.185,63.615,0.2832,6.512,-2.162,33.3,-1.157,0.316,48881.039,0.0021571785082663175,1.0635,0.01375,0.0018153333333333333,0.00011030806892682757,5.3800560718470126e-06,0.0006706288280412919,4.221
145,145,4,-0.776,124.814,1.02,0.185,62.838,0.3029,6.433,-2.135,32.854,-1.116,0.296,52281.905,0.002365487028349047,1.0295,0.01205,0.0020105,0.00012227027814314025,6.73093994568394e-06,0.0006633486696622999,3.8360000000000003
146,146,4,-0.757,132.928,1.112,0.185,62.069,0.3226,6.354,-2.109,32.418,-1.116,0.296,55680.826,0.00268305206661321,1.0295,0.01205,0.0020105,0.00012234430624898492,7.5376538028606555e-06,0.0007424025776861562,3.836
147,147,5,-0.737,141.039,1.215,0.185,61.309,0.3423,6.276,-2.083,32.031,-1.116,0.296,59078.077,0.003020441680526546,1.0295,0.01205,0.0020105,0.00012245180529476746,8.39168005974859e-06,0.0008257921920918508,3.836
148,148,5,-0.717,149.159,1.306,0.185,60.528,0.362,6.196,-2.057,31.6,-1.065,0.271,62479.465,0.003196670875352238,0.9850000000000001,0.0106,0.002192166666666667,0.00013367478791835518,1.010815853867209e-05,0.0008015459173600202,3.3779999999999997
149,149,6,-0.703,157.273,1.408,0.185,59.75,0.3817,6.116,-2.03,31.198,-1.065,0.271,65878.539,0.003553949409608564,0.9850000000000001,0.0106,0.002192166666666667,0.00013380437908587191,1.1105768672212459e-05,0.000879800412585166,3.378
150,150,6,-0.689,165.39,1.514,0.185,58.976,0.4014,6.037,-2.004,30.795,-1.015,0.247,69278.281,0.003713176427179439,0.941,0.00945,0.0023162499999999997,0.00014153778241347343,1.2823482871953135e-05,0.0008561806683246539,2.9339999999999997
151,151,7,-0.675,173.511,1.618,0.185,58.204,0.4211,5.958,-1.978,30.415,-1.015,0.247,72680.214,0.004086803571321868,0.941,0.00945,0.0023162499999999997,0.00014174058445258134,1.3959515423255923e-05,0.000930696181755204,2.9339999999999997
152,152,7,-0.661,181.63,1.698,0.185,57.424,0.4408,5.878,-1.951,29.987,-0.977,0.227,76080.961,0.0042695771485580375,0.9055,0.008799999999999999,0.0023779166666666666,0.0001457217360949459,1.5504681829312702e-05,0.0009363133033842848,2.5839999999999996
153,153,8,-0.65,189.748,1.778,0.185,56.647,0.4606,5.799,-1.925,29.58,-0.977,0.227,79481.541,0.004659780339370647,0.9055,0.008799999999999999,0.0023779166666666666,0.00014589703393838292,1.6712102179560808e-05,0.0010080156889429712,2.5839999999999996
154,154,8,-0.638,197.866,1.855,0.185,55.873,0.4803,5.72,-1.899,29.177,-0.977,0.227,82881.936,0.0050670205459143955,0.9055,0.008799999999999999,0.0023779166666666666,0.00014608134797843337,1.794774814069094e-05,0.001081179670257408,2.5839999999999996
155,155,8,-0.625,205.988,1.923,0.185,55.097,0.5,5.64,-1.872,28.771,-0.945,0.21,86283.981,0.005269274366141427,0.876,0.0085,0.0024037499999999996,0.00014787208448055846,1.941611496251932e-05,0.001116079331411011,2.294
156,156,9,-0.615,214.106,1.982,0.185,54.319,0.5197,5.56,-1.846,28.357,-0.945,0.21,89684.546,0.005692796921788484,0.876,0.0085,0.0024037499999999996,0.00014806666784146106,2.070227915833063e-05,0.001188446903081695,2.2939999999999996
157,157,9,-0.604,222.225,2.041,0.186,53.543,0.5394,5.481,-1.819,27.95,-0.918,0.195,93085.248,0.0059141048121581444,0.851,0.00835,0.0024044166666666667,0.0001482953340400384,2.2015422593505018e-05,0.0012396126948008683,2.05
158,158,10,-0.594,230.343,2.102,0.186,52.769,0.5591,5.402,-1.793,27.555,-0.918,0.195,96485.872,0.00635411024994649,0.851,0.00835,0.0024044166666666667,0.0001485033959899406,2.3351990214772412e-05,0.0013130280085080204,2.05
159,159,10,-0.583,238.465,2.147,0.186,51.991,0.5788,5.322,-1.767,27.141,-0.903,0.186,99887.974,0.006662211901865637,0.8314999999999999,0.0083,0.00239475,0.00014811787301545817,2.4587808149798936e-05,0.0013778135176301962,1.98
160,160,11,-0.573,246.584,2.188,0.186,51.214,0.5985,5.243,-1.74,26.733,-0.903,0.186,103288.858,0.007123591098038174,0.8314999999999999,0.0083,0.00239475,0.00014831304743839164,2.5929869180663558e-05,0.00145110573827908,1.98
161,161,11,-0.563,254.703,2.23,0.186,50.438,0.6182,5.163,-1.714,26.326,-0.886,0.177,106689.782,0.00741896326634559,0.8165,0.0083,0.002379416666666667,0.0001475544886779019,2.710419013396558e-05,0.0015246217185774138,1.818
162,162,11,-0.553,262.824,2.269,0.186,49.663,0.6379,5.084,-1.688,25.929,-0.886,0.177,110091.405,0.00789958715266125,0.8165,0.0083,0.002379416666666667,0.00014775891578573563,2.846432081470799e-05,0.0015989144310226719,1.818
163,163,12,-0.543,270.944,2.294,0.186,48.885,0.6576,5.004,-1.661,25.511,-0.875,0.17,113492.62,0.008253669188295985,0.806,0.0083,0.0023629999999999996,0.0001469334143225441,2.959718590079245e-05,0.0016718909317476201,1.7109999999999999
164,164,12,-0.534,279.063,2.32,0.186,48.109,0.6773,4.925,-1.635,25.104,-0.875,0.17,116893.626,0.008755752484537261,0.806,0.0083,0.0023629999999999996,0.00014711943338069637,3.0935349782933216e-05,0.0017452718332181657,1.7109999999999999
165,165,13,-0.524,287.182,2.345,0.186,47.333,0.697,4.845,-1.608,24.698,-0.868,0.166,120294.613,0.009174355514779903,0.7995000000000001,0.00825,0.0023505,0.0001465408178312227,3.2105551094654874e-05,0.001807488182821292,1.645
166,166,13,-0.514,295.304,2.366,0.186,46.556,0.7168,4.766,-1.582,24.3,-0.868,0.166,123696.448,0.00970057904859915,0.7995000000000001,0.00825,0.0023505,0.0001467683279768855,3.345076135831872e-05,0.0018803020039145756,1.645
167,167,14,-0.504,303.423,2.379,0.186,45.78,0.7365,4.686,-1.556,23.896,-0.865,0.164,127097.414,0.010181345272608857,0.796,0.0082,0.0023430000000000005,0.0001465450590008755,3.4676069769974105e-05,0.0019403163371894305,1.609
168,168,14,-0.495,311.542,2.392,0.186,45.003,0.7562,4.607,-1.529,23.499,-0.865,0.164,130498.492,0.010733533707100423,0.796,0.0082,0.0023430000000000005,0.00014679806735794551,3.601085772850456e-05,0.002011532159028487,1.609
169,169,15,-0.485,319.662,2.404,0.186,44.227,0.7759,4.527,-1.503,23.103,-0.863,0.163,133899.597,0.011281010367534382,0.795,0.0082,0.002340416666666667,0.00014688656898923026,3.729697638817439e-05,0.0020821182527958285,0.0
170,170,15,-0.475,327.783,2.406,0.186,43.45,0.7956,4.448,-1.476,22.694,-0.863,0.163,137301.369,0.011861488579754095,0.795,0.008150000000000001,0.002340416666666667,0.00014709931744455337,3.857651605518385e-05,0.002137321989738366,0.0
171,171,15,-0.466,335.902,2.404,0.186,42.673,0.8153,4.368,-1.45,22.283,-0.863,0.163,140702.407,0.01245639900121915,0.795,0.008150000000000001,0.002340416666666667,0.00014727506697393043,3.982624694300641e-05,0.002203929825018907,0.0
172,172,16,-0.457,344.022,2.403,0.186,41.897,0.835,4.289,-1.424,21.871,-0.862,0.162,144103.49,0.013044032104609448,0.794,0.0081,0.0023383333333333333,0.00014730456807866867,4.100991195848027e-05,0.0022550576074890478,1.588
173,173,16,-0.448,352.141,2.402,0.186,41.121,0.8547,4.209,-1.397,21.458,-0.856,0.158,147504.538,0.013527893313798922,0.7879999999999999,0.008150000000000001,0.0023229166666666667,0.00014648886433132178,4.1924548211692994e-05,0.0023324985792264074,1.527
174,174,17,-0.439,360.261,2.404,0.186,40.344,0.8744,4.13,-1.371,21.047,-0.856,0.158,150905.576,0.014158915277868802,0.7879999999999999,0.008150000000000001,0.0023229166666666667,0.00014665083947041366,4.3086676572947285e-05,0.0023945066754313747,1.527
175,175,17,-0.431,368.38,2.409,0.186,39.569,0.8941,4.051,-1.345,20.639,-0.842,0.149,154306.608,0.01446029550678258,0.7745,0.0083,0.002283833333333333,0.00014435838027783337,4.348631781455313e-05,0.0025002804628739225,1.391
176,176,18,-0.424,376.5,2.414,0.186,38.794,0.9138,3.971,-1.318,20.234,-0.82,0.133,157707.915,0.014524856303949712,0.7535,0.0086,0.0022119166666666667,0.00013999459113295384,4.318742465762751e-05,0.0026530443001391685,1.18
177,177,18,-0.416,384.621,2.405,0.186,38.02,0.9335,3.892,-1.292,19.825,-0.789,0.106,161109.544,0.01424034091176597,0.724,0.0092,0.00244675,0.00015503964300082163,4.890649593748089e-05,0.0029020949346641608,0.89
178,178,18,0.326,392.605,2.393,0.188,36.262,0.9529,3.712,-1.292,18.273,-0.749,0.062,164453.958,0.013449415072911617,0.6845000000000001,0.0102,0.002635833333333333,0.0001682809547734859,5.097906944387538e-05,0.003089990242968703,0.506
179,179,19,2.236,400.366,2.388,0.188,32.56,0.9718,3.333,-1.16,16.308,-0.697,0.081,167705.001,0.01341816170098495,0.633,0.01185,0.0039995,0.000256355474798855,7.207749696526867e-05,0.0033317733499103274,0.009000000000000001
180,180,19,4.154,408.123,2.33,0.187,28.853,0.9906,2.954,-1.028,14.363,-0.549,0.006,170954.183,0.009937059164605293,0.481,0.01935,0.007859666666666668,0.0005033552140485164,0.0001295252976388704,0.004979216345359181,-1.446
181,181,0,1.783,53.814,0.164,0.252,34.848,0.1306,8.212,-0.151,18.557,-0.919,0.289,22541.465,0.00037620865531910134,0.9620000000000001,0.018000000000000002,0.0022305,0.00015470593522158436,8.942234851227304e-07,0.00010404269693438015,3.145
182,182,1,1.861,61.468,0.365,0.246,40.796,0.1492,8.494,-0.512,21.604,-0.929,0.286,25747.707,0.0004937221445621502,0.9620000000000001,0.018000000000000002,0.0021502500000000003,0.00014623771870831984,1.2838830855217296e-06,0.00015802965024013573,3.145
183,183,1,1.973,69.146,0.405,0.242,46.972,0.1678,8.492,-0.96,24.739,-1.019,0.328,28963.942,0.0006927781347093225,1.056,0.017550000000000003,0.0016926666666666668,0.00011314584652291404,1.439434881836618e-06,0.00022327007974717509,4.131
184,184,1,2.1,76.835,0.3,0.238,53.294,0.1865,8.185,-1.448,27.898,-1.04,0.326,32184.774,0.0008672620928223165,1.056,0.017550000000000003,0.0016031666666666664,0.00010543461116483118,1.8677273674810033e-06,0.0003108904650679383,4.131
185,185,2,2.226,84.525,0.074,0.236,59.711,0.2052,7.558,-2.034,31.054,-1.04,0.326,35405.931,0.0010495460008614025,1.056,0.017550000000000003,0.0016031666666666664,0.00010379334339492002,2.4768223573599156e-06,0.00041879595501876857,4.131
186,186,2,2.596,92.166,-0.287,0.238,66.0,0.2237,6.68,-2.647,33.665,-1.07,0.338,38606.504,0.0012865913725163098,1.08,0.01585,0.0013991666666666666,8.903586060176009e-05,2.7386054320200494e-06,0.00048752149756454077,4.449
187,187,3,3.506,99.888,-0.201,0.252,65.241,0.2424,6.564,-2.792,37.388,-1.033,0.341,41841.133,0.0014749555169121932,1.08,0.01585,0.0015565,0.00010348638444339914,4.152252580231134e-06,0.0006359600226700291,4.449
188,188,3,3.481,108.035,0.025,0.252,64.453,0.2622,6.484,-2.758,37.299,-1.014,0.333,45253.723,0.0016906529617641405,1.0635,0.01375,0.0017169999999999998,0.00011411445628213166,5.343213461464184e-06,0.0006438201389093987,4.221
189,189,4,3.452,116.175,0.198,0.252,63.665,0.282,6.405,-2.724,36.797,-1.014,0.333,48663.248,0.0019550057473558197,1.0635,0.01375,0.0017169999999999998,0.00011428474036835533,6.104673236899616e-06,0.0007344747578445033,4.221
190,190,4,3.422,124.307,0.341,0.252,62.886,0.3017,6.327,-2.691,36.296,-0.98,0.318,52069.656,0.002156580666889622,1.0295,0.01205,0.0019465,0.00012969942623035244,7.824028846129085e-06,0.0007269079774370815,3.8360000000000007
191,191,4,3.393,132.432,0.476,0.252,62.116,0.3214,6.249,-2.658,35.807,-0.98,0.318,55473.125,0.0024477189845489604,1.0295,0.01205,0.0019464999999999999,0.00012980544497490144,8.767637049523374e-06,0.0008139105910941149,3.8360000000000003
192,192,5,3.366,140.55,0.622,0.252,61.354,0.3411,6.173,-2.625,35.397,-0.98,0.318,58873.338,0.0027569799965608895,1.0295,0.01205,0.0019465,0.00012995370085201608,9.77366393447375e-06,0.0009062662289588929,3.8360000000000003
193,193,5,3.339,148.686,0.754,0.252,60.573,0.3609,6.094,-2.592,34.904,-0.939,0.299,62281.469,0.0029435692958030943,0.9850000000000001,0.0106,0.002151,0.00014379203002117685,1.1934076700695967e-05,0.0008797512143666578,3.378
194,194,6,3.304,156.811,0.895,0.252,59.794,0.3806,6.016,-2.559,34.465,-0.939,0.299,65684.748,0.003274052538697984,0.9850000000000001,0.0106,0.002151,0.00014395647226883395,1.312189783093711e-05,0.000966209541090889,3.378
195,195,6,3.27,164.938,1.042,0.252,59.019,0.4003,5.938,-2.525,34.021,-0.901,0.28,69089.093,0.003454403297921216,0.941,0.00945,0.0022895,0.00015341989013170062,1.5272393152300736e-05,0.0009407131967396761,2.9339999999999997
196,196,7,3.237,173.073,1.187,0.252,58.246,0.4201,5.86,-2.492,33.62,-0.901,0.28,72496.54,0.0038035455271238617,0.941,0.00945,0.0022895,0.00015367249039877285,1.664509863591894e-05,0.0010235806142092046,2.9339999999999997
197,197,7,3.201,181.205,1.3,0.252,57.465,0.4398,5.781,-2.459,33.13,-0.871,0.264,75902.868,0.004008591830420528,0.9055,0.008799999999999999,0.002363,0.00015885403562864605,1.858630534273702e-05,0.0010296212266110735,2.5839999999999996
198,198,8,3.162,189.335,1.413,0.252,56.687,0.4596,5.703,-2.426,32.683,-0.871,0.264,79308.402,0.004376368274367896,0.9055,0.008799999999999999,0.002363,0.0001590696067291478,2.0044935262614404e-05,0.0011089197612172395,2.5839999999999996
199,199,8,3.124,197.465,1.521,0.253,55.911,0.4793,5.625,-2.393,32.238,-0.871,0.264,82713.767,0.004760264355700352,0.9055,0.008799999999999999,0.002363,0.000159291743665667,2.1536626920053663e-05,0.0011897811684091761,2.5839999999999996
200,200,8,3.087,205.601,1.619,0.253,55.134,0.499,5.547,-2.359,31.797,-0.846,0.251,86121.755,0.00498963733174844,0.876,0.0085,0.0023995,0.00016200431881314124,2.342054388973612e-05,0.0012288229383092767,2.294
201,201,9,3.046,213.731,1.703,0.253,54.355,0.5188,5.468,-2.326,31.333,-0.846,0.251,89527.225,0.0053920447166249715,0.876,0.0085,0.0023994999999999997,0.00016225114057624693,2.497791771856097e-05,0.0013085411902420251,2.2939999999999996
202,202,9,3.005,221.861,1.788,0.253,53.577,0.5385,5.39,-2.293,30.882,-0.825,0.24,92932.936,0.005642127629084612,0.851,0.00835,0.0024129999999999998,0.00016339595025928103,2.6714867872108647e-05,0.0013652060921836506,2.05
203,203,10,2.965,229.991,1.874,0.253,52.802,0.5582,5.312,-2.259,30.453,-0.825,0.24,96338.412,0.006063209196233825,0.851,0.00835,0.002413,0.00016365387783878535,2.8354245716053932e-05,0.0014466993074388342,2.05
204,204,10,2.925,238.127,1.94,0.253,52.024,0.578,5.234,-2.226,29.989,-0.813,0.233,99746.505,0.006379330195728862,0.8314999999999999,0.0083,0.002411,0.00016377382957188247,2.995471081315142e-05,0.0015180941936759954,1.9800000000000002
205,205,11,2.883,246.258,2.0,0.253,51.245,0.5977,5.156,-2.193,29.538,-0.813,0.233,103152.447,0.006822425013951312,0.8314999999999999,0.0083,0.002411,0.00016401185264926617,3.159896595252219e-05,0.0015991003892065825,1.9800000000000002
206,206,11,2.841,254.39,2.06,0.253,50.468,0.6175,5.077,-2.16,29.087,-0.8,0.226,106558.455,0.007141126637007496,0.8165,0.0083,0.0024054999999999997,0.00016387428483924694,3.3177116011459964e-05,0.001680373849779073,1.818
207,207,11,2.799,262.523,2.119,0.253,49.692,0.6372,4.999,-2.126,28.657,-0.8,0.226,109965.458,0.007605074585167669,0.8165,0.0083,0.0024054999999999997,0.00016413839062387407,3.4866396362583184e-05,0.0017630920390378692,1.818
208,208,12,2.757,270.656,2.157,0.253,48.913,0.6569,4.921,-2.093,28.192,-0.791,0.221,113372.063,0.007974441704709491,0.806,0.0083,0.002398,0.00016388444275426144,3.640230664340994e-05,0.0018436109008427893,1.7109999999999999
209,209,12,2.714,278.787,2.196,0.253,48.135,0.6767,4.843,-2.06,27.744,-0.791,0.221,116778.177,0.00846080275800319,0.806,0.0083,0.002398,0.0001641291987637573,3.806619122612181e-05,0.0019250041403758948,1.7109999999999999
210,210,13,2.672,286.919,2.234,0.253,47.358,0.6964,4.765,-2.026,27.294,-0.786,0.218,120184.318,0.008885416453536863,0.7995000000000001,0.00825,0.0023899999999999998,0.0001638232422853098,3.959163801488815e-05,0.0019938014232069477,1.645
211,211,13,2.63,295.054,2.266,0.253,46.58,0.7161,4.686,-1.993,26.851,-0.786,0.218,123591.799,0.009396399794795412,0.7995000000000001,0.00825,0.0023899999999999998,0.00016406967051334136,4.125052015918888e-05,0.00207422121497852,1.645
212,212,14,2.587,303.185,2.285,0.253,45.803,0.7359,4.608,-1.96,26.389,-0.783,0.216,126997.883,0.009874833810315784,0.796,0.0082,0.0023854999999999996,0.00016398785465348968,4.278466690927993e-05,0.002139391782381792,1.609
213,213,14,2.544,311.317,2.304,0.253,45.025,0.7556,4.53,-1.927,25.935,-0.783,0.216,130404.086,0.01041164213600824,0.796,0.0082,0.0023854999999999996,0.00016419880166155333,4.439080591195277e-05,0.002216853014727229,1.609
214,214,15,2.502,319.449,2.323,0.253,44.247,0.7754,4.452,-1.893,25.488,-0.782,0.215,133810.307,0.010947678440529227,0.795,0.0082,0.0023844999999999995,0.00016435399923447685,4.597853774315959e-05,0.0022939752683232527,0.0
215,215,15,2.459,327.583,2.329,0.253,43.469,0.7951,4.373,-1.86,25.029,-0.782,0.215,137217.586,0.011512309307148706,0.795,0.008150000000000001,0.0023844999999999995,0.0001645828858474544,4.754446686160039e-05,0.002354360253964623,0.0
216,216,15,2.416,335.714,2.33,0.253,42.691,0.8148,4.295,-1.827,24.577,-0.782,0.215,140623.667,0.012090930894914174,0.795,0.008150000000000001,0.0023844999999999995,0.0001648122624936365,4.9100863488226215e-05,0.002428047715469561,0.0
217,217,16,2.372,343.846,2.332,0.253,41.914,0.8346,4.217,-1.794,24.126,-0.781,0.215,144029.858,0.01266665494996021,0.794,0.0081,0.002383,0.00016494601680862726,5.060581881018931e-05,0.0024850987025537784,1.588
218,218,16,2.328,351.978,2.336,0.253,41.136,0.8543,4.139,-1.76,23.677,-0.776,0.212,147436.008,0.013164378829038415,0.7879999999999999,0.008150000000000001,0.002374,0.00016456632501166718,5.1920899955739194e-05,0.0025713361139301995,1.5269999999999997
219,219,17,2.284,360.109,2.343,0.253,40.359,0.8741,4.06,-1.727,23.229,-0.776,0.212,150842.154,0.013779666021631894,0.7879999999999999,0.008150000000000001,0.0023740000000000002,0.00016481401751564946,5.3398669976162466e-05,0.0026405470048347134,1.527
220,220,17,2.24,368.241,2.352,0.253,39.582,0.8938,3.982,-1.694,22.782,-0.765,0.204,154248.299,0.014137581902286065,0.7745,0.0083,0.0023505,0.00016343067550544997,5.430302139179197e-05,0.002757836471996001,1.391
221,221,18,2.195,376.373,2.361,0.253,38.806,0.9135,3.904,-1.661,22.337,-0.748,0.19,157654.828,0.01429203491443998,0.7535,0.0086,0.002333,0.0001624592076163552,5.52894821564926e-05,0.002926824238049328,1.18
222,222,18,2.149,384.507,2.354,0.253,38.031,0.9333,3.826,-1.627,21.888,-0.724,0.186,161061.82,0.014476660427794294,0.724,0.0092,0.003237,0.00022572690560056826,7.856586472584245e-05,0.0032021258323399926,0.89
223,223,18,2.771,392.509,2.342,0.256,36.308,0.9527,3.653,-1.554,20.204,-0.693,0.191,164413.61,0.014635410202288968,0.6845000000000001,0.0102,0.005934,0.0004162986237649846,0.00013937418674629158,0.0034148964797316443,0.506
